numer_faktury,data_wystawienia,sprzedawca,nabywca,suma_netto,vat,suma_brutto,plik,błędna_suma
00050 #708 00000706,2025-10-27,AUCHAN POLSKA SP Z OO,PARAGON FISKALNY,47.96,23,47.96,8.jpg,True
